Type,Mobility,Operator,Trace,Total host,Client,Algorithm,Port,Segment,RTT,Throughput,Packets,MOS,Stall Duration,Rep_level,Byte Size,Buffer level,Width,Height
4g,car,Bm,1,1,1,conv,39890,21,8.75,2410373.329850438,253,4.611000000000001,0,4281,4004497,60000,1920,1080
4g,car,Bm,1,1,1,conv,39894,22,13.537,1813259.5026679828,541,4.623,0,4281,7429905,60000,1920,1080
4g,car,Bm,1,1,1,conv,39898,23,4.827,3629876.459549625,244,4.633,0,4281,4177908,60000,1920,1080
4g,car,Bm,1,1,1,conv,39902,24,11.053,1958383.5211426062,267,4.645,0,4281,4978217,60000,1920,1080
4g,car,Bm,1,1,1,conv,39906,25,14.362,1970238.016273284,519,4.654,0,4281,6088967,60000,1920,1080
4g,car,Bm,1,1,1,conv,39910,26,7.122,2012111.053091171,343,4.663,0,4281,5502279,60000,1920,1080
4g,car,Bm,1,1,1,conv,39914,27,8.128,2226617.0439320086,283,4.671,0,4281,4792586,60000,1920,1080
4g,car,Bm,1,1,1,conv,39918,28,6.592,3223130.408643988,329,4.678,0,4281,7269652,60000,1920,1080
4g,car,Bm,1,1,1,conv,39922,29,12.424,2016763.3703152803,440,4.692,0,4281,5743267,60000,1920,1080
4g,car,Bm,1,1,1,conv,39926,30,10.621,2054885.1541998968,272,4.703,0,4281,3912788,60000,1920,1080
4g,car,Bm,1,1,1,conv,39930,31,12.387,1964193.6294383453,486,4.709,0,4281,7434132,60000,1920,1080
4g,car,Bm,1,1,1,conv,39934,32,9.126,2121036.1808229336,392,4.715,0,4281,5982919,60000,1920,1080
4g,car,Bm,1,1,1,conv,39938,33,5.011,2187899.9745628443,374,4.72,0,4281,5753976,60000,1920,1080
4g,car,Bm,1,1,1,conv,39942,34,8.632,2360416.0550188515,247,4.726,0,4281,5088976,60000,1920,1080
4g,car,Bm,1,1,1,conv,39946,35,9.655,1933694.6823476641,427,4.731,0,4281,4689673,60000,1920,1080
4g,car,Bm,1,1,1,conv,39950,36,0.049,2415154.15388485,506,4.735,0,4281,7585424,60000,1920,1080
4g,car,Bm,1,1,1,conv,39954,37,5.181,2778550.975131565,324,4.74,0,4281,6462240,60000,1920,1080
4g,car,Bm,1,1,1,conv,39958,38,19.932,2594042.2714576363,466,4.744,0,4281,4399321,60000,1920,1080
4g,car,Bm,1,1,1,conv,39962,39,8.48,2582342.3430492063,121,4.748,0,4281,2632739,60000,1920,1080
4g,car,Bm,1,1,1,conv,39966,40,9.887,2853468.3071482144,274,4.751,0,4281,2872119,60000,1920,1080
4g,car,Bm,1,1,1,conv,39970,41,4.846,4301820.887365721,220,4.755,0,4281,3919848,60000,1920,1080
4g,car,Bm,1,1,1,conv,39974,42,5.94,2319496.9162560757,392,4.7589999999999995,0,4281,4981391,60000,1920,1080
4g,car,Bm,1,1,1,conv,39978,43,8.06,2131165.223191635,553,4.762,0,4281,8408931,60000,1920,1080
4g,car,Bm,1,1,1,conv,39982,44,16.388,1342064.6838753505,816,4.765,0,4281,8918078,58131,1920,1080
4g,car,Bm,1,1,1,conv,39986,45,3.829,5406907.599825074,396,4.768,0,4281,7158472,60000,1920,1080
4g,car,Bm,1,1,1,conv,39990,46,1.59,4284832.449922683,186,4.771,0,4281,2396646,60000,1920,1080
4g,car,Bm,1,1,1,conv,39996,47,5.692,3100733.240832745,359,4.774,0,4281,6219080,60000,1920,1080
4g,car,Bm,1,1,1,conv,40000,48,15.08,2920182.615623479,381,4.776,0,4281,5369509,60000,1920,1080
4g,car,Bm,1,1,1,conv,40004,49,2.222,3060853.0221435386,169,4.779,0,4281,2641585,60000,1920,1080
4g,car,Bm,1,1,1,conv,40008,50,3.858,3496527.377404135,190,4.781000000000001,0,4281,3001799,60000,1920,1080
4g,car,Bm,1,1,1,conv,40012,51,0.325,5161077.3894922715,234,4.784,0,4281,3974811,60000,1920,1080
4g,car,Bm,1,1,1,conv,40016,52,1.664,6282524.166304313,467,4.7860000000000005,0,4281,6010291,60000,1920,1080
4g,car,Bm,1,1,1,conv,40020,53,2.128,5627539.511816199,270,4.788,0,4281,6027275,60000,1920,1080
4g,car,Bm,1,1,1,conv,40024,54,7.539,2645539.882037859,434,4.79,0,4281,6451133,60000,1920,1080
4g,car,Bm,1,1,1,conv,40028,55,8.155,1914495.5446513563,589,4.792,0,4281,8000494,60000,1920,1080
4g,car,Bm,1,1,1,conv,40032,56,7.867,1974680.5316105562,723,4.794,0,4281,8338140,60000,1920,1080
4g,car,Bm,1,1,1,conv,40036,57,3.966,3079964.4515944887,475,4.796,0,4281,6172110,60000,1920,1080
4g,car,Bm,1,1,1,conv,40040,58,20.257,3021311.1255674986,390,4.803,0,4281,3509441,60000,1920,1080
4g,car,Bm,1,1,1,conv,40044,59,17.989,746729.7566742981,927,4.805,0,4281,7452474,54103,1920,1080
4g,car,Bm,1,1,1,conv,40048,60,20.199,1903152.4728215537,648,4.8069999999999995,0,4281,8133626,55803,1920,1080
4g,car,Bm,2,1,1,conv,40080,1,15.505,1912354.3025012943,55,1.8780000000000001,0,237,361713,10000,320,180
4g,car,Bm,2,1,1,conv,40084,2,3.588,2023585.6154377125,465,3.029,0,4281,5083188,20000,1920,1080
4g,car,Bm,2,1,1,conv,40088,3,13.966,2911699.6010107817,367,3.448,0,4281,4255058,27982,1920,1080
4g,car,Bm,2,1,1,conv,40092,4,3.97,2909976.552782653,524,3.68,0,4281,6169161,35219,1920,1080
4g,car,Bm,2,1,1,conv,40096,5,5.887,2560394.5088766185,223,3.8280000000000003,0,4281,3033758,43323,1920,1080
4g,car,Bm,2,1,1,conv,40100,6,4.968,2377533.6526029105,422,3.932,0,4281,5893165,50048,1920,1080
4g,car,Bm,2,1,1,conv,40104,7,4.995,2978143.43692458,258,4.016,0,4281,3169830,58161,1920,1080
4g,car,Bm,2,1,1,conv,40108,8,6.255,1902685.4226821575,341,4.095,0,4281,5664138,60000,1920,1080
4g,car,Bm,2,1,1,conv,40112,9,7.352,1805534.2758316502,493,4.148,0,4281,6688597,60000,1920,1080
4g,car,Bm,2,1,1,conv,40116,10,19.71,2069100.8119005503,263,4.345,0,4281,3013081,60000,1920,1080
4g,car,Bm,2,1,1,conv,40120,11,26.286,1181289.8921685442,447,4.391,0,4281,4955911,58274,1920,1080
4g,car,Bm,2,1,1,conv,40124,12,11.261,1696484.7068604138,482,4.427,0,4281,5868640,60000,1920,1080
4g,car,Bm,2,1,1,conv,40128,13,14.85,1823382.148312511,588,4.457,0,4281,7130946,60000,1920,1080
4g,car,Bm,2,1,1,conv,40132,14,13.974,1712563.0058995578,412,4.484,0,4281,5015348,60000,1920,1080
4g,car,Bm,2,1,1,conv,40136,15,0.06,1823165.7271232412,410,4.513,0,4281,5773028,60000,1920,1080
4g,car,Bm,2,1,1,conv,40140,16,14.492,1819952.2249570938,366,4.534,0,4281,5612575,60000,1920,1080
4g,car,Bm,2,1,1,conv,40144,17,0.049,3425897.271170292,286,4.553,0,4281,4724519,60000,1920,1080
4g,car,Bm,2,1,1,conv,40148,18,0.875,3439738.8552525467,248,4.569,0,4281,3932339,60000,1920,1080
4g,car,Bm,2,1,1,conv,40152,19,5.373,2409788.0356413526,550,4.586,0,4281,8094841,60000,1920,1080
4g,car,Bm,2,1,1,conv,40156,20,7.976,2499522.9331033803,435,4.617,0,4281,5825938,60000,1920,1080
4g,car,Bm,2,1,1,conv,40160,21,3.184,2822751.3339395095,287,4.635,0,4281,4004497,60000,1920,1080
4g,car,Bm,2,1,1,conv,40164,22,0.063,2273536.1957153007,493,4.646,0,4281,7429905,60000,1920,1080
4g,car,Bm,2,1,1,conv,40168,23,6.772,2543803.102025906,237,4.657,0,4281,4177908,60000,1920,1080
4g,car,Bm,2,1,1,conv,40172,24,7.183,2101246.0776590803,275,4.667,0,4281,4978217,60000,1920,1080
4g,car,Bm,2,1,1,conv,40176,25,14.594,1692931.5317113698,439,4.676,0,4281,6088967,60000,1920,1080
4g,car,Bm,2,1,1,conv,40180,26,4.313,2065017.7060362648,378,4.685,0,4281,5502279,60000,1920,1080
4g,car,Bm,2,1,1,conv,40184,27,7.782,3405104.803639265,284,4.692,0,4281,4792586,60000,1920,1080
4g,car,Bm,2,1,1,conv,40188,28,5.955,1556444.54949374,641,4.7,0,4281,7269652,60000,1920,1080
4g,car,Bm,2,1,1,conv,40192,29,0.652,1263190.4450017088,497,4.707,0,4281,5743267,60000,1920,1080
4g,car,Bm,2,1,1,conv,40196,30,29.343,796994.406189202,434,4.713,0,4281,3912788,60000,1920,1080
4g,car,Bm,2,1,1,conv,40200,31,23.568,961248.6944118113,862,4.718999999999999,0,4281,7434132,58472,1920,1080
4g,car,Bm,2,1,1,conv,40204,32,26.099,1262924.2398784852,571,4.725,0,4281,5982919,60000,1920,1080
4g,car,Bm,2,1,1,conv,40208,33,16.856,1473814.2024213353,514,4.73,0,4281,5753976,60000,1920,1080
4g,car,Bm,2,1,1,conv,40212,34,8.455,1167007.307438214,453,4.735,0,4281,5088976,60000,1920,1080
4g,car,Bm,2,1,1,conv,40216,35,1.678,4611370.9638564885,238,4.74,0,4281,4689673,60000,1920,1080
4g,car,Bm,2,1,1,conv,40220,36,2.372,6188113.149981809,320,4.745,0,4281,7585424,60000,1920,1080
4g,car,Bm,2,1,1,conv,40224,37,1.467,5070095.1810102435,308,4.749,0,4281,6462240,60000,1920,1080
4g,car,Bm,2,1,1,conv,40230,38,3.712,5469976.675601884,273,4.753,0,4281,4399321,60000,1920,1080
4g,car,Bm,2,1,1,conv,40234,39,4.106,6218870.384498198,206,4.757,0,4281,2632739,60000,1920,1080
4g,car,Bm,2,1,1,conv,40238,40,1.812,6407377.41669957,171,4.761,0,4281,2872119,60000,1920,1080
4g,car,Bm,2,1,1,conv,40242,41,2.854,5900543.0806884235,202,4.763999999999999,0,4281,3919848,60000,1920,1080
4g,car,Bm,2,1,1,conv,40246,42,0.053,6261749.226648297,233,4.7669999999999995,0,4281,4981391,59490,1920,1080
4g,car,Bm,2,1,1,conv,40250,43,1.104,4749060.116936871,338,4.771,0,4281,8408931,60000,1920,1080
4g,car,Bm,2,1,1,conv,40254,44,4.661,4894518.961637671,405,4.774,0,4281,8918078,60000,1920,1080
4g,car,Bm,2,1,1,conv,40258,45,6.624,2095382.7330696064,543,4.777,0,4281,7158472,60000,1920,1080
4g,car,Bm,2,1,1,conv,40262,46,15.709,1289264.853566163,223,4.78,0,4281,2396646,60000,1920,1080
4g,car,Bm,2,1,1,conv,40266,47,7.139,835872.3665734113,648,4.782,0,4281,6219080,55953,1920,1080
4g,car,Bm,2,1,1,conv,40270,48,73.648,343778.7056634745,1139,4.787,0,4281,5369509,45937,1920,1080
4g,car,Bm,2,1,1,conv,40274,49,23.973,714519.2808314121,343,4.79,0,4281,2641585,48570,1920,1080
4g,car,Bm,2,1,1,conv,40278,50,27.841,460577.02383398,514,4.792,0,4281,3001799,48312,1920,1080
4g,car,Bm,2,1,1,conv,40282,51,0.012,450644.8073604425,747,4.794,0,4281,3974811,44634,1920,1080
4g,car,Bm,2,1,1,conv,40286,52,28.755,1678127.5825869425,571,4.797,0,4281,6010291,47134,1920,1080
4g,car,Bm,2,1,1,conv,40290,53,19.928,2047076.4759243086,451,4.7989999999999995,0,4281,6027275,50178,1920,1080
4g,car,Bm,2,1,1,conv,40294,54,12.23,1430131.2894519537,474,4.801,0,4281,6451133,51180,1920,1080
4g,car,Bm,2,1,1,conv,40298,55,6.614,1099770.6084676376,867,4.803,0,4281,8000494,48212,1920,1080
4g,car,Bm,2,1,1,conv,40302,56,14.711,953059.1482300998,944,4.805,0,4281,8338140,45183,1920,1080
4g,car,Bm,2,1,1,conv,40306,57,8.444,1029554.5516701748,637,4.8069999999999995,0,4281,6172110,44987,1920,1080
4g,car,Bm,2,1,1,conv,40310,58,11.092,1270198.8068404724,428,4.808,0,4281,3509441,48096,1920,1080
4g,car,Bm,2,1,1,conv,40314,59,30.336,744262.7636282583,916,4.81,0,4281,7452474,43872,1920,1080
4g,car,Bm,2,1,1,conv,40318,60,6.578,1914167.52308445,657,4.812,0,4281,8133626,45335,1920,1080
4g,car,Bm,3,1,1,conv,40346,1,4.686,3870435.1266668807,66,1.8780000000000001,0,237,361713,10000,320,180
4g,car,Bm,3,1,1,conv,40350,2,5.002,4028089.740735077,414,3.029,0,4281,5083188,20000,1920,1080
4g,car,Bm,3,1,1,conv,40354,3,2.718,3739060.7893067338,284,3.448,0,4281,4255058,28225,1920,1080
4g,car,Bm,3,1,1,conv,40358,4,2.288,4074775.9475787682,336,3.68,0,4281,6169161,36027,1920,1080
4g,car,Bm,3,1,1,conv,40362,5,2.031,4131510.501775715,197,3.8280000000000003,0,4281,3033758,44564,1920,1080
4g,car,Bm,3,1,1,conv,40366,6,5.556,3724560.056373455,403,3.932,0,4281,5893165,52212,1920,1080
4g,car,Bm,3,1,1,conv,40370,7,4.455,2847734.2041080324,310,4.016,0,4281,3169830,60000,1920,1080
4g,car,Bm,3,1,1,conv,40374,8,12.833,2520913.024728198,350,4.095,0,4281,5664138,60000,1920,1080
4g,car,Bm,3,1,1,conv,40378,9,18.739,2121821.623933034,535,4.148,0,4281,6688597,59292,1920,1080
4g,car,Bm,3,1,1,conv,40382,10,5.596,3089860.380794566,243,4.345,0,4281,3013081,60000,1920,1080
4g,car,Bm,3,1,1,conv,40386,11,5.106,2743854.1788926115,382,4.391,0,4281,4955911,59789,1920,1080
4g,car,Bm,3,1,1,conv,40390,12,14.673,1271419.8223437513,538,4.427,0,4281,5868640,60000,1920,1080
4g,car,Bm,3,1,1,conv,40394,13,5.501,2628129.189850969,523,4.457,0,4281,7130946,60000,1920,1080
4g,car,Bm,3,1,1,conv,40398,14,7.085,2725021.094089146,349,4.484,0,4281,5015348,60000,1920,1080
4g,car,Bm,3,1,1,conv,40402,15,17.911,2157513.239554943,383,4.513,0,4281,5773028,60000,1920,1080
4g,car,Bm,3,1,1,conv,40406,16,3.099,3244348.0552870943,316,4.534,0,4281,5612575,60000,1920,1080
4g,car,Bm,3,1,1,conv,40410,17,7.955,2347044.6250759414,307,4.553,0,4281,4724519,60000,1920,1080
4g,car,Bm,3,1,1,conv,40414,18,7.246,2691186.8060426684,384,4.569,0,4281,3932339,60000,1920,1080
4g,car,Bm,3,1,1,conv,40418,19,10.284,1603296.4059913482,592,4.586,0,4281,8094841,57264,1920,1080
4g,car,Bm,3,1,1,conv,40422,20,0.068,1160199.6539013758,533,4.617,0,4281,5825938,60000,1920,1080
4g,car,Bm,3,1,1,conv,40426,21,0.051,886310.0627409442,451,4.635,0,4281,4004497,60000,1920,1080
4g,car,Bm,3,1,1,conv,40430,22,17.213,673115.6601740377,982,4.646,0,4281,7429905,53962,1920,1080
4g,car,Bm,3,1,1,conv,40434,23,23.214,370968.6742109953,862,4.657,0,4281,4177908,50779,1920,1080
4g,car,Bm,3,1,1,conv,40438,24,15.626,371449.6246960882,1043,4.667,0,4281,4978217,45438,1920,1080
4g,car,Bm,3,1,1,conv,40442,25,0.009,863917.0030218406,755,4.676,0,4281,6088967,45473,1920,1080
4g,car,Bm,3,1,1,conv,40446,26,23.608,1108424.48326104,543,4.685,0,4281,5502279,48475,1920,1080
4g,car,Bm,3,1,1,conv,40450,27,15.714,802234.3266054358,545,4.692,0,4281,4792586,50437,1920,1080
4g,car,Bm,3,1,1,conv,40456,28,4.499,1849687.5705253026,683,4.7,0,4281,7269652,54433,1920,1080
4g,car,Bm,3,1,1,conv,40460,29,15.073,1770322.8320026484,502,4.707,0,4281,5743267,59024,1920,1080
4g,car,Bm,3,1,1,conv,40464,30,8.168,1997464.509772893,383,4.713,0,4281,3912788,60000,1920,1080
4g,car,Bm,3,1,1,conv,40468,31,12.743,2579133.3362474684,570,4.718999999999999,0,4281,7434132,60000,1920,1080
4g,car,Bm,3,1,1,conv,40472,32,5.958,4404853.983672322,414,4.725,0,4281,5982919,60000,1920,1080
4g,car,Bm,3,1,1,conv,40476,33,18.536,1036166.419008614,593,4.73,0,4281,5753976,55541,1920,1080
4g,car,Bm,3,1,1,conv,40480,34,0.012,2541280.3172654933,507,4.735,0,4281,5088976,59860,1920,1080
4g,car,Bm,3,1,1,conv,40484,35,5.009,2535481.5654587457,279,4.74,0,4281,4689673,60000,1920,1080
4g,car,Bm,3,1,1,conv,40488,36,5.936,3461290.0267251693,513,4.745,0,4281,7585424,59936,1920,1080
4g,car,Bm,3,1,1,conv,40492,37,7.32,3409523.2919844515,301,4.749,0,4281,6462240,60000,1920,1080
4g,car,Bm,3,1,1,conv,40496,38,58.785,976160.3695237022,587,4.753,0,4281,4399321,57118,1920,1080
4g,car,Bm,3,1,1,conv,40500,39,4.138,1647958.0500377724,268,4.757,0,4281,2632739,60000,1920,1080
4g,car,Bm,3,1,1,conv,40504,40,16.756,851831.9162054366,345,4.761,0,4281,2872119,60000,1920,1080
4g,car,Bm,3,1,1,conv,40508,41,28.525,711198.795774179,463,4.763999999999999,0,4281,3919848,60000,1920,1080
4g,car,Bm,3,1,1,conv,40512,42,53.383,584613.9619204137,763,4.7669999999999995,0,4281,4981391,57937,1920,1080
4g,car,Bm,3,1,1,conv,40516,43,29.04,1131804.6828576294,916,4.771,0,4281,8408931,57436,1920,1080
4g,car,Bm,3,1,1,conv,40520,44,0.01,1217654.9047310934,903,4.774,0,4281,8918078,56096,1920,1080
4g,car,Bm,3,1,1,conv,40524,45,3.417,1514217.622524829,601,4.777,0,4281,7158472,58204,1920,1080
4g,car,Bm,3,1,1,conv,40528,46,11.468,1684271.0691023974,143,4.78,0,4281,2396646,60000,1920,1080
4g,car,Bm,3,1,1,conv,40532,47,12.636,1792186.0600754875,456,4.782,0,4281,6219080,59711,1920,1080
4g,car,Bm,3,1,1,conv,40536,48,7.536,1703213.7778740618,377,4.787,0,4281,5369509,60000,1920,1080
4g,car,Bm,3,1,1,conv,40540,49,15.391,1614831.8485836503,201,4.79,0,4281,2641585,60000,1920,1080
4g,car,Bm,3,1,1,conv,40544,50,6.587,631564.9515811086,415,4.792,0,4281,3001799,59930,1920,1080
4g,car,Bm,3,1,1,conv,40548,51,13.39,859893.750543513,473,4.794,0,4281,3974811,60000,1920,1080
4g,car,Bm,3,1,1,conv,40552,52,226.865,323132.4360448932,1279,4.797,0,4281,6010291,45479,1920,1080
4g,car,Bm,3,1,1,conv,40556,53,24.46,270268.5251754851,1592,4.7989999999999995,0,4281,6027275,29386,1920,1080
4g,car,Bm,3,1,1,conv,40560,54,44.855,370351.41764216975,1392,4.801,0,4281,6451133,18148,1920,1080
4g,car,Bm,3,1,1,conv,40564,55,21.74,167719.82964112185,2531,4.256,33469,4281,8000494,10000,1920,1080
4g,car,Bm,3,1,1,conv,40570,56,0.01,229742.0493802003,2364,3.9210000000000003,31109,4281,8338140,10000,1920,1080
4g,car,Bm,3,1,1,conv,40574,57,0.009,145089.63017809586,713,3.602,39414,4281,6172110,10000,1920,1080
4g,car,Bm,3,1,1,conv,40578,58,0.009,5977908.4542646175,320,3.6319999999999997,0,3831,3109477,14528,1920,1080
4g,car,Bm,3,1,1,conv,40582,59,0.055,6183661.502709148,507,3.738,0,4281,7452474,19136,1920,1080
4g,car,Bm,3,1,1,conv,40586,60,12.944,5993312.083385795,553,3.7489999999999997,0,4281,8133626,22696,1920,1080
4g,pedestrian,Am,1,1,1,conv,40612,1,0.01,279931.2577632786,68,1.8780000000000001,0,237,361713,10000,320,180
4g,pedestrian,Am,1,1,1,conv,40616,2,64.134,126459.51667877285,149,1.881,0,379,566813,20000,384,216
4g,pedestrian,Am,1,1,1,conv,40620,3,170.561,69919.17702405015,230,2.0469999999999997,0,560,556999,21185,512,288
4g,pedestrian,Am,1,1,1,conv,40624,4,125.586,86595.84005926536,343,2.12,0,560,822699,20828,512,288
4g,pedestrian,Am,1,1,1,conv,40628,5,33.454,87309.50823755044,212,2.125,0,560,531225,23874,512,288
4g,pedestrian,Am,1,1,1,conv,40632,6,0.01,197005.88645672472,179,2.153,0,560,667624,28715,512,288
4g,pedestrian,Am,1,1,1,conv,40636,7,0.053,96942.39272760793,145,2.135,0,560,384689,33421,512,288
4g,pedestrian,Am,1,1,1,conv,40640,8,34.635,123456.69453864785,286,2.157,0,560,749220,36338,512,288
4g,pedestrian,Am,1,1,1,conv,40644,9,138.75,102544.30539301976,461,2.191,0,751,1213563,33489,512,288
4g,pedestrian,Am,1,1,1,conv,40648,10,0.054,184413.44124042452,120,2.176,0,751,453255,39938,512,288
4g,pedestrian,Am,1,1,1,conv,40652,11,89.509,140664.05153572676,285,2.186,0,751,773099,43354,512,288
4g,pedestrian,Am,1,1,1,conv,40656,12,28.103,222833.09457403008,365,2.195,0,751,1098732,47182,512,288
4g,pedestrian,Am,1,1,1,conv,40660,13,72.099,401298.8255435993,363,2.298,0,1085,1769929,51518,640,360
4g,pedestrian,Am,1,1,1,conv,40664,14,75.016,131203.77864704197,370,2.343,0,1085,1175505,51240,640,360
4g,pedestrian,Am,1,1,1,conv,40668,15,128.33,118140.32562630255,482,2.406,0,1085,1391390,48070,640,360
4g,pedestrian,Am,1,1,1,conv,40674,16,0.011,213884.00230202172,400,2.435,0,1085,1375236,49177,640,360
4g,pedestrian,Am,1,1,1,conv,40678,17,54.185,535761.1411670352,155,2.461,0,1085,1155461,55539,640,360
4g,pedestrian,Am,1,1,1,conv,40682,18,47.428,488784.7556734007,275,2.509,0,1815,1679128,60000,736,414
4g,pedestrian,Am,1,1,1,conv,40686,19,42.392,250602.77482168475,823,2.5580000000000003,0,1815,3379707,54355,736,414
4g,pedestrian,Am,1,1,1,conv,40690,20,28.56,1092968.618588132,335,2.614,0,1815,2383002,60000,736,414
4g,pedestrian,Am,1,1,1,conv,40694,21,23.378,513714.9588360544,416,2.7039999999999997,0,3011,2855387,60000,1280,720
4g,pedestrian,Am,1,1,1,conv,40698,22,24.996,633388.273013648,707,2.804,0,3011,5335301,57684,1280,720
4g,pedestrian,Am,1,1,1,conv,40702,23,0.05,249390.73128076692,1043,2.855,0,3831,3717701,50951,1920,1080
4g,pedestrian,Am,1,1,1,conv,40706,24,17.215,460822.83154298033,576,3.083,0,3011,3337465,51723,1280,720
4g,pedestrian,Am,1,1,1,conv,40710,25,0.051,558031.8907017921,670,3.117,0,3011,4442619,51823,1280,720
4g,pedestrian,Am,1,1,1,conv,40714,26,15.578,675950.5337413982,504,3.1489999999999996,0,3011,3986586,53861,1280,720
4g,pedestrian,Am,1,1,1,conv,40718,27,15.671,528643.6983937536,651,3.202,0,3831,4285970,53659,1920,1080
4g,pedestrian,Am,1,1,1,conv,40722,28,0.01,187439.77595383208,2008,3.227,0,3831,6520891,25755,1920,1080
4g,pedestrian,Am,1,1,1,conv,40726,29,9.537,358693.9839938589,796,3.255,0,3011,3937934,22494,1280,720
4g,pedestrian,Am,1,1,1,conv,40730,30,64.79,371780.16775947314,569,3.2939999999999996,0,3011,2725285,22849,1280,720
4g,pedestrian,Am,1,1,1,conv,40734,31,20.121,775023.376217977,664,3.3169999999999997,0,3011,5442062,23481,1280,720
4g,pedestrian,Am,1,1,1,conv,40738,32,37.898,838755.6632804994,629,3.338,0,3831,5413354,24650,1920,1080
4g,pedestrian,Am,1,1,1,conv,40742,33,127.198,405683.5020614122,1056,3.358,0,4281,5753976,17861,1920,1080
4g,pedestrian,Am,1,1,1,conv,40746,34,25.057,594599.0854581597,736,3.378,0,3831,4565853,17644,1920,1080
4g,pedestrian,Am,1,1,1,conv,40750,35,24.387,170958.71465194706,1275,3.168,12479,4281,4689673,10000,1920,1080
4g,pedestrian,Am,1,1,1,conv,40754,36,1290.368,181291.91622247192,1785,2.925,22932,3011,5373100,10000,1280,720
4g,pedestrian,Am,1,1,1,conv,40758,37,0.01,261037.20205800285,1256,2.795,11247,3011,4598133,10000,1280,720
4g,pedestrian,Am,1,1,1,conv,40764,38,38.407,306270.9938044777,571,2.722,530,2357,2356489,10000,1280,720
4g,pedestrian,Am,1,1,1,conv,40768,39,67.681,292396.0806319333,325,2.745,0,2357,1354564,12498,1280,720
4g,pedestrian,Am,1,1,1,conv,40772,40,59.427,126232.67671679867,602,2.6289999999999996,2686,2357,1540023,10000,1280,720
4g,pedestrian,Am,1,1,1,conv,40776,41,14.324,128792.04899824072,834,2.529,10025,2357,2180784,10000,1280,720
4g,pedestrian,Am,1,1,1,conv,40780,42,151.803,105281.0873056544,891,2.396,14283,1815,2222261,10000,736,414
4g,pedestrian,Am,1,1,1,conv,40784,43,296.958,127795.6759276591,1269,2.301,20410,1815,3468743,10000,736,414
4g,pedestrian,Am,1,1,1,conv,40788,44,137.315,185210.0934016704,757,2.2230000000000003,4947,1085,2186147,10000,640,360
4g,pedestrian,Am,1,1,1,conv,40792,45,0.01,132496.91636210593,628,2.1519999999999997,8306,1085,1879669,10000,640,360
4g,pedestrian,Am,1,1,1,conv,40796,46,100.661,80485.46225845916,283,2.0909999999999997,1962,1085,681615,10000,640,360
4g,pedestrian,Am,1,1,1,conv,40800,47,158.165,102381.53826251901,433,2.011,3981,1085,1091950,10000,640,360
4g,pedestrian,Am,1,1,1,conv,40804,48,142.207,150085.22750463255,436,1.9340000000000002,1743,1085,1176473,10000,640,360
4g,pedestrian,Am,1,1,1,conv,40808,49,41.186,461210.4683484554,117,1.796,0,1085,703289,15032,640,360
4g,pedestrian,Am,1,1,1,conv,40812,50,41.006,643247.0326330097,133,1.797,0,1085,720983,20493,640,360
4g,pedestrian,Am,1,1,1,conv,40816,51,174.998,134704.6041263692,452,1.8130000000000002,0,1815,1690444,14245,736,414
4g,pedestrian,Am,1,1,1,conv,40820,52,29.367,297871.88865683065,543,1.82,0,1815,2482844,12313,736,414
4g,pedestrian,Am,1,1,1,conv,40824,53,9.056,785937.8745744835,321,1.8230000000000002,0,1815,2622544,15273,736,414
4g,pedestrian,Am,1,1,1,conv,40828,54,15.329,370519.6780654648,593,1.851,0,2357,3249456,12820,1280,720
4g,pedestrian,Am,1,1,1,conv,40832,55,73.606,78693.11147185862,2143,1.7369999999999999,57617,2357,5245049,10000,1280,720
4g,pedestrian,Am,1,1,1,conv,40838,56,0.01,133297.45566346787,1957,1.702,34565,2357,5281491,10000,1280,720
4g,pedestrian,Am,1,1,1,conv,40842,57,25.366,215557.58687843548,1097,1.676,10363,1815,3543842,10000,736,414
4g,pedestrian,Am,1,1,1,conv,40846,58,36.912,204783.90729784252,351,1.6780000000000002,0,1815,1061959,10605,736,414
4g,pedestrian,Am,1,1,1,conv,40850,59,32.345,163379.57817462776,1344,1.617,16732,1815,3802510,10000,736,414
4g,pedestrian,Am,1,1,1,conv,40854,60,19.374,564138.6169236283,712,1.564,2204,1815,4585312,10000,736,414
4g,pedestrian,Am,2,1,1,conv,40878,1,0.01,1562871.3555340609,36,1.8780000000000001,0,237,361713,10000,320,180
4g,pedestrian,Am,2,1,1,conv,40882,2,5.809,763548.0782566894,97,1.881,0,379,566813,20000,384,216
4g,pedestrian,Am,2,1,1,conv,40886,3,13.301,1814429.0622750013,94,2.2680000000000002,0,1085,995200,28843,640,360
4g,pedestrian,Am,2,1,1,conv,40890,4,7.476,1195792.0239463523,483,2.8989999999999996,0,3831,5495164,33561,1920,1080
4g,pedestrian,Am,2,1,1,conv,40894,5,11.678,2468230.104766135,250,3.1060000000000003,0,4281,3033758,41620,1920,1080
4g,pedestrian,Am,2,1,1,conv,40898,6,5.871,2905018.1570104496,332,3.32,0,4281,5893165,48794,1920,1080
4g,pedestrian,Am,2,1,1,conv,40902,7,6.15,2114054.9538050327,374,3.4539999999999997,0,4281,3169830,56489,1920,1080
4g,pedestrian,Am,2,1,1,conv,40906,8,18.681,458085.07155664865,959,3.552,0,4281,5664138,53134,1920,1080
4g,pedestrian,Am,2,1,1,conv,40910,9,6.557,1339314.7908018322,591,3.6310000000000002,0,4281,6688597,57116,1920,1080
